,R_Creation Date,R_Status,R_SRN,R_Type of SR,R_Street Address,R_ Zip,R_X-Coordinate,R_Y-Coordinate,R_ Ward,R_Police_District,R_Community_Area,R_Latitude,R_Longitude,R_Location,R_No_of_premises_baited,R_No_of_premises_withgarbage,R_No_of_premises_withrats
397,2018-12-12T00:00:00.000,Completed,18-03342825,Rodent Baiting/Rat Complaint,6601 N FAIRFIELD AVE,60645,1156797.40540738,1943679.68512447,50,24,2,42.00123509287964,-87.69851995764442,"{'latitude': '42.00123509288', 'longitude': '-87.698519957644'}",3,0,3
398,2018-12-12T00:00:00.000,Completed,18-03344568,Rodent Baiting/Rat Complaint,1941 W ARMITAGE AVE,60622,1162997.49790302,1913312.52687017,32,14,22,41.91777778134685,-87.67656706095123,"{'latitude': '41.917777781347', 'longitude': '-87.676567060951'}",3,7,5
399,2018-12-12T00:00:00.000,Completed,18-03345516,Rodent Baiting/Rat Complaint,2628 N TROY ST,60647,1154923.80002944,1917409.74961476,32,14,22,41.92918672331788,-87.70612013063807,"{'latitude': '41.929186723318', 'longitude': '-87.706120130638'}",2,8,4
400,2018-12-12T00:00:00.000,Completed,18-03340879,Rodent Baiting/Rat Complaint,2928 N MERRIMAC AVE,60634,1134232.6998062,1918802.82892711,30,25,19,41.93339965931986,-87.7821218026487,"{'latitude': '41.93339965932', 'longitude': '-87.782121802649'}",4,7,4
401,2018-12-12T00:00:00.000,Completed,18-03341549,Rodent Baiting/Rat Complaint,3074 S LOCK ST,60608,1167821.36657256,1884378.71766933,11,9,60,41.838278455148355,-87.65967842190352,"{'latitude': '41.838278455148', 'longitude': '-87.659678421904'}",2,3,2
402,2018-12-12T00:00:00.000,Completed,18-03343956,Rodent Baiting/Rat Complaint,5222 S HARPER AVE,60615,1187181.10500315,1870680.82272189,4,2,41,41.80025194512435,-87.58907454691845,"{'latitude': '41.800251945124', 'longitude': '-87.589074546918'}",3,2,1
403,2018-12-12T00:00:00.000,Completed,18-03339376,Rodent Baiting/Rat Complaint,4950 W PATTERSON AVE,60641,1143025.73472386,1923819.86077021,30,16,15,41.94700719017737,-87.7496819693341,"{'latitude': '41.947007190177', 'longitude': '-87.749681969334'}",1,5,1
404,2018-12-12T00:00:00.000,Completed,18-03343729,Rodent Baiting/Rat Complaint,6718 W 63RD ST,60638,1132632.41000413,1861999.97917099,13,8,64,41.77755200966561,-87.78932543697893,"{'latitude': '41.777552009666', 'longitude': '-87.789325436979'}",3,4,3
405,2018-12-12T00:00:00.000,Completed,18-03337994,Rodent Baiting/Rat Complaint,858 W MARGATE TER,60640,1169611.82916937,1933295.68237975,48,20,3,41.97247079594043,-87.65168199637307,"{'latitude': '41.97247079594', 'longitude': '-87.651681996373'}",2,4,2
406,2018-12-12T00:00:00.000,Completed,18-03344186,Rodent Baiting/Rat Complaint,9208 S ELLIS AVE,60619,1184494.13402241,1844128.4371268,8,4,47,41.7274530722545,-87.59975878044165,"{'latitude': '41.727453072255', 'longitude': '-87.599758780442'}",4,4,1
407,2018-12-12T00:00:00.000,Completed,18-03340650,Rodent Baiting/Rat Complaint,8604 S ADA ST,60620,1168830.38649246,1847708.29570871,21,6,71,41.73762870906959,-87.65703431380336,"{'latitude': '41.73762870907', 'longitude': '-87.657034313803'}",4,3,3
408,2018-12-12T00:00:00.000,Completed,18-03343866,Rodent Baiting/Rat Complaint,6533 S MARSHFIELD AVE,60636,1166448.68851012,1861384.78727744,15,7,67,41.77520992237482,-87.66537118967317,"{'latitude': '41.775209922375', 'longitude': '-87.665371189673'}",2,6,2
409,2018-12-12T00:00:00.000,Completed,18-03343125,Rodent Baiting/Rat Complaint,2538 N MONITOR AVE,60639,1136960.84878714,1916274.83536936,30,25,19,41.926413997665314,-87.77215666440367,"{'latitude': '41.926413997665', 'longitude': '-87.772156664404'}",2,9,2
410,2018-12-12T00:00:00.000,Completed,18-03344391,Rodent Baiting/Rat Complaint,3231 N RIDGEWAY AVE,60618,1150823.36989512,1921225.61343055,30,17,21,41.93973909038043,-87.72108792060598,"{'latitude': '41.93973909038', 'longitude': '-87.721087920606'}",1,9,1
411,2018-12-12T00:00:00.000,Completed,18-03341916,Rodent Baiting/Rat Complaint,3223 N SHEFFIELD AVE,60657,1169041.95259144,1921580.83468716,44,19,6,41.94033725644296,-87.6541189500306,"{'latitude': '41.940337256443', 'longitude': '-87.654118950031'}",2,7,3
412,2018-12-12T00:00:00.000,Completed,18-03343657,Rodent Baiting/Rat Complaint,5345 W LAWRENCE AVE,60630,1139820.61141439,1931313.68783206,45,16,15,41.96763022486829,-87.7612793842789,"{'latitude': '41.967630224868', 'longitude': '-87.761279384279'}",0,3,0
413,2018-12-12T00:00:00.000,Completed,18-03340510,Rodent Baiting/Rat Complaint,604 E 75TH ST,60619,1181576.2806878,1855413.97797974,6,3,69,41.758489606295136,-87.6100997726866,"{'latitude': '41.758489606295', 'longitude': '-87.610099772687'}",4,12,7
415,2018-12-12T00:00:00.000,Completed,18-03337985,Rodent Baiting/Rat Complaint,5046 N MELVINA AVE,60630,1133878.16107294,1933179.56000694,45,16,11,41.9728571532855,-87.7830855125144,"{'latitude': '41.972857153286', 'longitude': '-87.783085512514'}",1,2,1
416,2018-12-12T00:00:00.000,Completed,18-03344764,Rodent Baiting/Rat Complaint,1426 N WESTERN AVE,60622,1160150.02309069,1909416.34313005,1,14,24,41.90714572129067,-87.68713664899616,"{'latitude': '41.907145721291', 'longitude': '-87.687136648996'}",4,3,4
417,2018-12-12T00:00:00.000,Completed,18-03343497,Rodent Baiting/Rat Complaint,7734 W BELMONT AVE,60634,1123855.95267266,1920365.8212855,38,16,17,41.937865451536396,-87.82022217536206,"{'latitude': '41.937865451536', 'longitude': '-87.820222175362'}",5,6,0
418,2018-12-12T00:00:00.000,Completed,18-03341011,Rodent Baiting/Rat Complaint,2738 W ESTES AVE,60645,1156839.36891886,1946982.51998274,50,24,2,42.01029733902229,-87.69827545081147,"{'latitude': '42.010297339022', 'longitude': '-87.698275450811'}",1,3,1
419,2018-12-12T00:00:00.000,Completed,18-03338028,Rodent Baiting/Rat Complaint,6441 N LAKEWOOD AVE,60626,1166433.72688078,1942972.03099498,49,24,1,41.99909175346558,-87.66308995136863,"{'latitude': '41.999091753466', 'longitude': '-87.663089951369'}",2,3,5
420,2018-12-12T00:00:00.000,Completed,18-03341466,Rodent Baiting/Rat Complaint,818 E 44TH ST,60653,1182443.91593307,1876014.24131619,4,2,39,41.81499850996318,-87.60628156979215,"{'latitude': '41.814998509963', 'longitude': '-87.606281569792'}",0,1,2
421,2018-12-12T00:00:00.000,Completed,18-03340135,Rodent Baiting/Rat Complaint,5480 N MASON AVE,60630,1135549.7049942,1936032.599925,45,16,11,41.980656525463395,-87.77687064563091,"{'latitude': '41.980656525463', 'longitude': '-87.776870645631'}",2,2,2
422,2018-12-12T00:00:00.000,Completed,18-03340905,Rodent Baiting/Rat Complaint,2249 W MARQUETTE RD,60636,1162438.91308965,1860183.24189981,16,8,66,41.77199723990193,-87.68010403011921,"{'latitude': '41.771997239902', 'longitude': '-87.680104030119'}",0,0,0
423,2018-12-12T00:00:00.000,Completed,18-03341525,Rodent Baiting/Rat Complaint,2344 W SUPERIOR ST,60612,1160640.57037371,1904939.87541888,1,12,24,41.89485178106639,-87.68545884204349,"{'latitude': '41.894851781066', 'longitude': '-87.685458842043'}",3,6,6
424,2018-12-12T00:00:00.000,Completed,18-03337461,Rodent Baiting/Rat Complaint,2608 W GRANVILLE AVE,60659,1157778.64260959,1941061.61068555,50,24,2,41.994030975282215,-87.69498193923917,"{'latitude': '41.994030975282', 'longitude': '-87.694981939239'}",7,4,9
425,2018-12-12T00:00:00.000,Completed - Dup,18-03340357,Rodent Baiting/Rat Complaint,2014 W 51ST ST,60609,1163729.56577288,1870844.32567281,15,9,61,41.801225633862714,-87.67507367960934,"{'latitude': '41.801225633863', 'longitude': '-87.675073679609'}",0,0,0
426,2018-12-12T00:00:00.000,Completed,18-03340672,Rodent Baiting/Rat Complaint,8606 S ADA ST,60620,1168830.68649246,1847694.89570871,21,6,71,41.73759193108984,-87.65703360047871,"{'latitude': '41.73759193109', 'longitude': '-87.657033600479'}",4,3,3
427,2018-12-12T00:00:00.000,Completed,18-03343166,Rodent Baiting/Rat Complaint,3008 W BELMONT AVE,60618,1155728.5114872,1921123.62711961,33,17,21,41.93936168484702,-87.70306272004812,"{'latitude': '41.939361684847', 'longitude': '-87.703062720048'}",7,5,9
428,2018-12-12T00:00:00.000,Completed,18-03343960,Rodent Baiting/Rat Complaint,2243 N NATCHEZ AVE,60707,1132715.23959992,1914205.58002515,36,25,19,41.92081089942488,-87.78780596548147,"{'latitude': '41.920810899425', 'longitude': '-87.787805965481'}",3,15,3
429,2018-12-11T00:00:00.000,Completed,18-03331510,Rodent Baiting/Rat Complaint,4011 N KEYSTONE AVE,60641,1148575.35401924,1926347.19207223,39,17,16,41.9538368772828,-87.72921745248283,"{'latitude': '41.953836877283', 'longitude': '-87.729217452483'}",2,4,7
430,2018-12-11T00:00:00.000,Completed,18-03335378,Rodent Baiting/Rat Complaint,5100 N MONITOR AVE,60630,1136189.16717166,1933569.73269957,45,16,11,41.97388677628717,-87.77457796757577,"{'latitude': '41.973886776287', 'longitude': '-87.774577967576'}",2,2,2
431,2018-12-11T00:00:00.000,Completed,18-03335675,Rodent Baiting/Rat Complaint,625 N TROY ST,60612,1155264.78181145,1903995.83650329,27,12,23,41.892370943406725,-87.70522808578237,"{'latitude': '41.892370943407', 'longitude': '-87.705228085782'}",1,8,2
432,2018-12-11T00:00:00.000,Completed,18-03330406,Rodent Baiting/Rat Complaint,6931 S CAMPBELL AVE,60629,1160904.86496585,1858615.72860681,17,8,66,41.76772759516585,-87.685770668572,"{'latitude': '41.767727595166', 'longitude': '-87.685770668572'}",6,6,0
433,2018-12-11T00:00:00.000,Completed,18-03331381,Rodent Baiting/Rat Complaint,4214 W WALTON ST,60651,1148114.19251961,1906001.04011076,37,11,23,41.89801407252457,-87.73143776849098,"{'latitude': '41.898014072525', 'longitude': '-87.731437768491'}",0,12,2
434,2018-12-11T00:00:00.000,Completed,18-03337123,Rodent Baiting/Rat Complaint,2816 S LOOMIS ST,60608,1167874.68572532,1886401.84989018,11,9,60,41.84382897316768,-87.65942451881838,"{'latitude': '41.843828973168', 'longitude': '-87.659424518818'}",2,2,2
435,2018-12-11T00:00:00.000,Completed,18-03331421,Rodent Baiting/Rat Complaint,3718 W BELLE PLAINE AVE,60618,1150992.17989823,1926997.82368972,35,17,16,41.95557516443515,-87.72031575744973,"{'latitude': '41.955575164435', 'longitude': '-87.72031575745'}",2,3,2
436,2018-12-11T00:00:00.000,Completed,18-03331063,Rodent Baiting/Rat Complaint,2105 W CHICAGO AVE,60622,1162226.36097399,1905321.4486059,1,12,24,41.895865841588765,-87.67962399242853,"{'latitude': '41.895865841589', 'longitude': '-87.679623992429'}",1,8,4
437,2018-12-11T00:00:00.000,Completed,18-03330886,Rodent Baiting/Rat Complaint,1917 N HUMBOLDT BLVD,60647,1156068.40679559,1912589.40978247,1,14,22,41.915936279126925,-87.70204443508189,"{'latitude': '41.915936279127', 'longitude': '-87.702044435082'}",1,6,8
438,2018-12-11T00:00:00.000,Completed,18-03334136,Rodent Baiting/Rat Complaint,7300 S OAKLEY AVE,60636,1162335.54139262,1856205.59888351,18,8,66,41.76108417738204,-87.68059361204963,"{'latitude': '41.761084177382', 'longitude': '-87.68059361205'}",3,15,3
439,2018-12-11T00:00:00.000,Completed,18-03330416,Rodent Baiting/Rat Complaint,3705 N WAYNE AVE,60613,1166639.51212443,1924723.87746598,44,19,6,41.94901380720256,-87.6628583238135,"{'latitude': '41.949013807203', 'longitude': '-87.662858323813'}",1,7,2
440,2018-12-11T00:00:00.000,Completed - Dup,18-03336948,Rodent Baiting/Rat Complaint,1357 W WALTON ST,60642,1167103.7937295,1906461.7233712,27,12,24,41.89889145987499,-87.66167750858592,"{'latitude': '41.898891459875', 'longitude': '-87.661677508586'}",0,0,0
441,2018-12-11T00:00:00.000,Completed - Dup,18-03331597,Rodent Baiting/Rat Complaint,3953 N KENNEDY EXPRESS RL,60641,1148586.04253044,1925976.33320877,45,17,16,41.95281900493323,-87.72918777066504,"{'latitude': '41.952819004933', 'longitude': '-87.729187770665'}",0,0,0
442,2018-12-11T00:00:00.000,Completed,18-03333714,Rodent Baiting/Rat Complaint,228 N MAYFIELD AVE,60644,1137120.25833114,1901008.00862756,29,15,25,41.88451710453046,-87.77193803918577,"{'latitude': '41.88451710453', 'longitude': '-87.771938039186'}",0,7,0
443,2018-12-11T00:00:00.000,Completed,18-03334978,Rodent Baiting/Rat Complaint,8546 S PAULINA ST,60620,1166499.55771489,1848027.61339841,21,6,71,41.73855490915703,-87.66556478610335,"{'latitude': '41.738554909157', 'longitude': '-87.665564786103'}",2,5,2
444,2018-12-11T00:00:00.000,Completed,18-03330872,Rodent Baiting/Rat Complaint,5840 N MOODY AVE,60646,1134615.34002095,1938357.28870871,45,16,10,41.98705228127799,-87.78025176842768,"{'latitude': '41.987052281278', 'longitude': '-87.780251768428'}",4,2,4
445,2018-12-11T00:00:00.000,Completed,18-03335346,Rodent Baiting/Rat Complaint,6637 N ASHLAND AVE,60626,1164404.28468058,1944278.54006704,49,24,1,42.00272019386221,-87.67051845997985,"{'latitude': '42.002720193862', 'longitude': '-87.67051845998'}",4,10,7
446,2018-12-11T00:00:00.000,Completed,18-03334176,Rodent Baiting/Rat Complaint,3413 N SEMINARY AVE,60657,1168341.44931643,1922878.54502682,44,19,6,41.94391343276082,-87.65665586902611,"{'latitude': '41.943913432761', 'longitude': '-87.656655869026'}",3,5,6
447,2018-12-11T00:00:00.000,Completed,18-03333424,Rodent Baiting/Rat Complaint,1083 N MILWAUKEE AVE,60642,1166628.21001778,1907363.12998841,27,12,24,41.90137518489477,-87.66339844580527,"{'latitude': '41.901375184895', 'longitude': '-87.663398445805'}",4,3,4
448,2018-12-11T00:00:00.000,Completed,18-03333386,Rodent Baiting/Rat Complaint,3655 N RICHMOND ST,60618,1156067.5055032,1924154.35933432,33,17,16,41.947671375227806,-87.70173474298387,"{'latitude': '41.947671375228', 'longitude': '-87.701734742984'}",0,3,0
449,2018-12-11T00:00:00.000,Completed,18-03329589,Rodent Baiting/Rat Complaint,1116 S CALIFORNIA AVE,60612,1157857.20612444,1895147.50988202,28,11,29,41.868037819044375,-87.69594850277848,"{'latitude': '41.868037819044', 'longitude': '-87.695948502778'}",2,10,2
450,2018-12-11T00:00:00.000,Completed,18-03332643,Rodent Baiting/Rat Complaint,5154 S OAK PARK AVE,60638,1131922.65789287,1869627.23362095,23,8,56,41.798494915031796,-87.7917513221668,"{'latitude': '41.798494915032', 'longitude': '-87.791751322167'}",3,1,3
451,2018-12-11T00:00:00.000,Completed,18-03334169,Rodent Baiting/Rat Complaint,3307 N SHEFFIELD AVE,60657,1169024.46220905,1922139.56851971,44,19,6,41.94187082658616,-87.65416696264975,"{'latitude': '41.941870826586', 'longitude': '-87.65416696265'}",2,6,3
452,2018-12-11T00:00:00.000,Completed,18-03330397,Rodent Baiting/Rat Complaint,7824 S TRUMBULL AVE,60652,1154739.72239948,1852512.75850165,18,8,70,41.751105218211926,-87.70853135052798,"{'latitude': '41.751105218212', 'longitude': '-87.708531350528'}",5,10,5
453,2018-12-11T00:00:00.000,Completed,18-03335752,Rodent Baiting/Rat Complaint,665 W MELROSE ST,60657,1171215.22641148,1921879.39302479,44,19,6,41.941108982563904,-87.6461227010943,"{'latitude': '41.941108982564', 'longitude': '-87.646122701094'}",3,6,3
454,2018-12-11T00:00:00.000,Completed,18-03334203,Rodent Baiting/Rat Complaint,5223 S MELVINA AVE,60638,1135923.80129968,1869301.17621916,14,8,56,41.79753004245863,-87.77708572640884,"{'latitude': '41.797530042459', 'longitude': '-87.777085726409'}",2,4,1
455,2018-12-11T00:00:00.000,Completed,18-03329605,Rodent Baiting/Rat Complaint,8009 S FAIRFIELD AVE,60652,1159436.01617419,1851410.7536158,18,8,70,41.74798627079406,-87.69135177230785,"{'latitude': '41.747986270794', 'longitude': '-87.691351772308'}",2,7,2
456,2018-12-11T00:00:00.000,Completed,18-03332264,Rodent Baiting/Rat Complaint,3900 N NEVA AVE,60634,1127698.89231592,1925084.24342608,38,16,17,41.950749374554576,-87.80599162369751,"{'latitude': '41.950749374555', 'longitude': '-87.805991623698'}",3,1,1
457,2018-12-11T00:00:00.000,Completed,18-03334069,Rodent Baiting/Rat Complaint,7335 S OAKLEY AVE,60636,1162341.64139262,1855970.49888351,18,8,66,41.76043890197117,-87.68057779343216,"{'latitude': '41.760438901971', 'longitude': '-87.680577793432'}",3,10,3
458,2018-12-11T00:00:00.000,Completed,18-03333784,Rodent Baiting/Rat Complaint,7129 S CHAMPLAIN AVE,60619,1181797.79000814,1857890.19002696,6,3,69,41.765279473880035,-87.60921157290034,"{'latitude': '41.76527947388', 'longitude': '-87.6092115729'}",2,8,4
459,2018-12-11T00:00:00.000,Completed,18-03331471,Rodent Baiting/Rat Complaint,3953 N KENNEDY EXPRESS RL,60641,1148586.04253044,1925976.33320877,45,17,16,41.95281900493323,-87.72918777066504,"{'latitude': '41.952819004933', 'longitude': '-87.729187770665'}",1,1,1
460,2018-12-11T00:00:00.000,Completed,18-03335173,Rodent Baiting/Rat Complaint,3640 W 24TH ST,60623,1152386.21067239,1887811.98789573,22,10,30,41.84801800426444,-87.71622723422148,"{'latitude': '41.848018004264', 'longitude': '-87.716227234221'}",3,8,4
461,2018-12-11T00:00:00.000,Completed,18-03330593,Rodent Baiting/Rat Complaint,4810 N CENTRAL AVE,60630,1138131.47586572,1931471.93739002,45,16,15,41.96809525562984,-87.76748642447023,"{'latitude': '41.96809525563', 'longitude': '-87.76748642447'}",0,1,2
462,2018-12-11T00:00:00.000,Completed,18-03331610,Rodent Baiting/Rat Complaint,6518 W 63RD PL,60638,1134054.2757207,1861710.23362199,23,8,64,41.77673209181752,-87.78411952698508,"{'latitude': '41.776732091818', 'longitude': '-87.784119526985'}",2,2,2
463,2018-12-11T00:00:00.000,Completed,18-03335592,Rodent Baiting/Rat Complaint,1654 W 21ST PL,60608,1165625.29977378,1889802.68502315,25,12,31,41.85320932687201,-87.66758254661546,"{'latitude': '41.853209326872', 'longitude': '-87.667582546615'}",2,4,2
464,2018-12-11T00:00:00.000,Completed - Dup,18-03331572,Rodent Baiting/Rat Complaint,3718 W BELLE PLAINE AVE,60618,1150992.17989823,1926997.82368972,35,17,16,41.95557516443515,-87.72031575744973,"{'latitude': '41.955575164435', 'longitude': '-87.72031575745'}",0,0,0
465,2018-12-11T00:00:00.000,Completed,18-03330890,Rodent Baiting/Rat Complaint,3507 N BOSWORTH AVE,60657,1165358.75681469,1923365.52256766,44,19,6,41.94531381237553,-87.66760493239772,"{'latitude': '41.945313812376', 'longitude': '-87.667604932398'}",2,6,2
466,2018-12-11T00:00:00.000,Completed - Dup,18-03331512,Rodent Baiting/Rat Complaint,4011 N KEYSTONE AVE,60641,1148575.35401924,1926347.19207223,39,17,16,41.9538368772828,-87.72921745248283,"{'latitude': '41.953836877283', 'longitude': '-87.729217452483'}",0,0,0
467,2018-12-11T00:00:00.000,Completed,18-03334816,Rodent Baiting/Rat Complaint,5831 W NEWPORT AVE,60634,1136884.9134786,1922345.49968907,36,16,15,41.943073918539625,-87.77228971553662,"{'latitude': '41.94307391854', 'longitude': '-87.772289715537'}",0,5,2
468,2018-12-11T00:00:00.000,Completed,18-03336505,Rodent Baiting/Rat Complaint,2631 W BELMONT AVE,60618,1158271.23988996,1921162.8434031,33,14,21,41.939417616651475,-87.69371638480015,"{'latitude': '41.939417616651', 'longitude': '-87.6937163848'}",2,1,2
469,2018-12-11T00:00:00.000,Completed,18-03331500,Rodent Baiting/Rat Complaint,7942 S BURNHAM AVE,60617,1196219.35000295,1852845.57002759,7,4,46,41.75109135878048,-87.55652007578381,"{'latitude': '41.75109135878', 'longitude': '-87.556520075784'}",0,10,6
470,2018-12-11T00:00:00.000,Completed,18-03334733,Rodent Baiting/Rat Complaint,5406 S LUNA AVE,60638,1140279.51996865,1868207.43999736,23,8,56,41.794450190096356,-87.76113904432268,"{'latitude': '41.794450190096', 'longitude': '-87.761139044323'}",4,1,4
471,2018-12-11T00:00:00.000,Completed,18-03334404,Rodent Baiting/Rat Complaint,5352 W IOWA ST,60651,1140394.42551463,1905477.42162794,37,15,25,41.89672231811395,-87.75980497851467,"{'latitude': '41.896722318114', 'longitude': '-87.759804978515'}",0,8,4
472,2018-12-11T00:00:00.000,Completed,18-03336712,Rodent Baiting/Rat Complaint,3221 W DICKENS AVE,60647,1154474.41879813,1913772.97461336,26,14,22,41.91921612755104,-87.7078689557882,"{'latitude': '41.919216127551', 'longitude': '-87.707868955788'}",6,5,3
473,2018-12-11T00:00:00.000,Completed,18-03334340,Rodent Baiting/Rat Complaint,5219 S MELVINA AVE,60638,1135923.10129968,1869327.87621916,14,8,56,41.797603324382784,-87.7770876598792,"{'latitude': '41.797603324383', 'longitude': '-87.777087659879'}",1,1,1
474,2018-12-11T00:00:00.000,Completed,18-03334749,Rodent Baiting/Rat Complaint,2742 W ALTGELD ST,60647,1157557.99640523,1916500.86582725,1,14,22,41.92663939462235,-87.69646504020822,"{'latitude': '41.926639394622', 'longitude': '-87.696465040208'}",1,2,3
475,2018-12-11T00:00:00.000,Completed - Dup,18-03331601,Rodent Baiting/Rat Complaint,1547 W EDGEWATER AVE,60660,1164755.5406327,1938290.71998663,48,20,77,41.98628198917703,-87.66939701536933,"{'latitude': '41.986281989177', 'longitude': '-87.669397015369'}",0,0,0
476,2018-12-11T00:00:00.000,Completed,18-03333430,Rodent Baiting/Rat Complaint,5733 S PAULINA ST,60636,1165990.16158657,1866654.14971276,16,7,67,41.789679481126676,-87.6669023808537,"{'latitude': '41.789679481127', 'longitude': '-87.666902380854'}",0,2,0
477,2018-12-11T00:00:00.000,Completed,18-03330392,Rodent Baiting/Rat Complaint,6937 S EGGLESTON AVE,60621,1174477.68997302,1858927.40101556,6,7,68,41.768291674102784,-87.63601100935323,"{'latitude': '41.768291674103', 'longitude': '-87.636011009353'}",5,10,7
478,2018-12-11T00:00:00.000,Completed,18-03330068,Rodent Baiting/Rat Complaint,2506 N NEW ENGLAND AVE,60707,1130001.56860329,1915899.90697977,36,25,18,41.925507282399586,-87.79773789282537,"{'latitude': '41.9255072824', 'longitude': '-87.797737892825'}",1,5,3
479,2018-12-11T00:00:00.000,Completed,18-03333535,Rodent Baiting/Rat Complaint,1946 W BIRCHWOOD AVE,60626,1161981.57358285,1949797.52761401,49,24,1,42.01791554852199,-87.67927628785752,"{'latitude': '42.017915548522', 'longitude': '-87.679276287858'}",4,6,4
480,2018-12-11T00:00:00.000,Completed,18-03334298,Rodent Baiting/Rat Complaint,11229 S EDBROOKE AVE,60628,1179199.3173945,1830538.19582363,9,5,49,41.69028181096059,-87.61956699746658,"{'latitude': '41.690281810961', 'longitude': '-87.619566997467'}",1,3,1
481,2018-12-11T00:00:00.000,Completed,18-03332564,Rodent Baiting/Rat Complaint,1513 W HURON ST,60642,1165988.82697424,1904772.06007391,1,12,24,41.8942787832737,-87.66582100339748,"{'latitude': '41.894278783274', 'longitude': '-87.665821003397'}",0,8,0
482,2018-12-11T00:00:00.000,Completed,18-03330678,Rodent Baiting/Rat Complaint,854 W ALDINE AVE,60657,1169800.00709534,1922112.12482699,44,19,6,41.94177862320567,-87.6513173277709,"{'latitude': '41.941778623206', 'longitude': '-87.651317327771'}",2,7,3
483,2018-12-11T00:00:00.000,Completed,18-03331515,Rodent Baiting/Rat Complaint,4118 N RIDGEWAY AVE,60618,1150655.57329408,1927110.51711151,39,17,16,41.95589100398658,-87.72155024558191,"{'latitude': '41.955891003987', 'longitude': '-87.721550245582'}",0,2,4
484,2018-12-11T00:00:00.000,Completed,18-03330001,Rodent Baiting/Rat Complaint,1500 S CENTRAL PARK AVE,60623,1152615.93532606,1892472.66958632,24,10,29,41.86080293260835,-87.71526100584359,"{'latitude': '41.860802932608', 'longitude': '-87.715261005844'}",2,9,2
485,2018-12-11T00:00:00.000,Completed,18-03334848,Rodent Baiting/Rat Complaint,5611 S NOTTINGHAM AVE,60638,1129988.94418825,1866529.51901954,23,8,56,41.79002741941597,-87.79891344082831,"{'latitude': '41.790027419416', 'longitude': '-87.798913440828'}",4,1,4
486,2018-12-11T00:00:00.000,Completed,18-03337127,Rodent Baiting/Rat Complaint,1320 W HENDERSON ST,60657,1166902.1566182,1922363.97123194,44,19,6,41.94253247502575,-87.66196083650894,"{'latitude': '41.942532475026', 'longitude': '-87.661960836509'}",3,8,5
487,2018-12-11T00:00:00.000,Completed - Dup,18-03330531,Rodent Baiting/Rat Complaint,714 W 48TH PL,60609,1172356.09073393,1872713.60433139,11,9,61,41.80616948520537,-87.64338214914856,"{'latitude': '41.806169485205', 'longitude': '-87.643382149149'}",0,0,0
488,2018-12-11T00:00:00.000,Completed - Dup,18-03331513,Rodent Baiting/Rat Complaint,3718 W BELLE PLAINE AVE,60618,1150992.17989823,1926997.82368972,35,17,16,41.95557516443515,-87.72031575744973,"{'latitude': '41.955575164435', 'longitude': '-87.72031575745'}",0,0,0
489,2018-12-11T00:00:00.000,Completed,18-03334476,Rodent Baiting/Rat Complaint,1437 S LAWNDALE AVE,60623,1151941.75418733,1892822.32518656,24,10,29,41.86177571981854,-87.71772658739495,"{'latitude': '41.861775719819', 'longitude': '-87.717726587395'}",2,12,2
490,2018-12-11T00:00:00.000,Completed - Dup,18-03337125,Rodent Baiting/Rat Complaint,2816 S LOOMIS ST,60608,1167874.68572532,1886401.84989018,11,9,60,41.84382897316768,-87.65942451881838,"{'latitude': '41.843828973168', 'longitude': '-87.659424518818'}",0,0,0
491,2018-12-11T00:00:00.000,Completed,18-03333573,Rodent Baiting/Rat Complaint,2932 N NEENAH AVE,60634,1132242.85209563,1918781.02010045,36,25,19,41.93337468644808,-87.78943501420041,"{'latitude': '41.933374686448', 'longitude': '-87.7894350142'}",0,5,2
492,2018-12-11T00:00:00.000,Completed,18-03329598,Rodent Baiting/Rat Complaint,7742 W ARDMORE AVE,60631,1123682.90721542,1937852.30020321,41,16,10,41.98585322805094,-87.82047351216228,"{'latitude': '41.985853228051', 'longitude': '-87.820473512162'}",0,1,0
493,2018-12-11T00:00:00.000,Completed,18-03332536,Rodent Baiting/Rat Complaint,6133 N RAVENSWOOD AVE,60660,1163253.59012838,1940662.1173219,40,24,77,41.99282099530334,-87.6748540810265,"{'latitude': '41.992820995303', 'longitude': '-87.674854081026'}",3,3,5
494,2018-12-11T00:00:00.000,Completed,18-03333818,Rodent Baiting/Rat Complaint,1426 N LINDER AVE,60651,1139414.59000557,1908947.33022825,37,25,25,41.90626207953701,-87.7633191233845,"{'latitude': '41.906262079537', 'longitude': '-87.763319123384'}",0,3,2
495,2018-12-11T00:00:00.000,Completed,18-03333413,Rodent Baiting/Rat Complaint,2119 W CORTLAND ST,60647,1161926.84727248,1912721.40898435,32,14,22,41.91617814455362,-87.6805172030033,"{'latitude': '41.916178144554', 'longitude': '-87.680517203003'}",4,5,6
496,2018-12-11T00:00:00.000,Completed,18-03330399,Rodent Baiting/Rat Complaint,2511 W POPE JOHN PAUL II DR,60632,1160290.86911207,1876074.93319289,15,9,58,41.81565064954564,-87.68754052947703,"{'latitude': '41.815650649546', 'longitude': '-87.687540529477'}",1,15,1
497,2018-12-11T00:00:00.000,Completed,18-03337226,Rodent Baiting/Rat Complaint,6722 S OAKLEY AVE,60636,1162227.92362681,1860031.48857432,17,8,66,41.77158520257873,-87.68088167589781,"{'latitude': '41.771585202579', 'longitude': '-87.680881675898'}",5,6,0
